level_0,source_id,url,price_man_yen,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,rooms_num,base_layout,luxury_bathroom,luxury_bedroom,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_kitchen,brightness_living_room,brightness_toilet,condition_bathroom,condition_bedroom,condition_kitchen,condition_living_room,condition_toilet,latitude,longitude,station_avg_price_man_yen,station_avg_price_per_sqm,station_listing_count,building_period,predicted_price,deal
533,79095537,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79095537/,4480.0,58.84,1977,2.0,8.0,東京都世田谷区粕谷２,八幡山駅,11.0,14,2,LDK,0.45,0.65,0.55,0.65,0.45,0.75,0.8,0.7,0.8,0.7,0.885,0.95,0.885,0.9,0.85,35.664726,139.610809,7575.857142857143,110.63081409297878,14,pre 1981,4410.0,Standard Price
534,79054246,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79054246/,4490.0,30.1,1999,3.0,6.0,東京都渋谷区西原１,幡ヶ谷駅,6.0,21,1,LDK,0.25,0.25,0.3499999999999999,0.25,0.15,0.5733333333333334,0.75,0.75,0.7,0.65,0.8066666666666666,0.85,0.7833333333333333,0.75,0.75,35.67551,139.681,7113.5,131.96983200215445,8,1981 to 2000,5919.0,Good Deal
535,20321590,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20321590/,4480.0,49.95,1973,7.0,1.0,東京都新宿区高田馬場２,高田馬場駅,9.0,34,1,K,0.3,0.5333333333333333,0.3499999999999999,0.4928571428571429,0.25,0.75,0.7933333333333333,0.5833333333333334,0.7557142857142857,0.45,0.8,0.9233333333333332,0.8666666666666667,0.9028571428571428,0.85,35.712982,139.707504,12602.23076923077,196.1959890674041,26,pre 1981,4588.0,Good Deal
536,20354073,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20354073/,4480.0,82.94,1981,3.0,5.0,東京都杉並区荻窪５-17-18,荻窪駅,2.0,33,4,LDK,0.3125,0.35,0.3071428571428571,,,0.6725,0.7272727272727273,0.7214285714285714,,,0.85,0.85,0.7928571428571428,,,35.703129,139.61882,6558.8125,106.73571431416256,16,1981 to 2000,4480.0,Standard Price
537,74466307,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_74466307/,4480.0,52.25,1987,4.0,7.0,東京都杉並区堀ノ内２-12-18,方南町駅,6.0,13,2,LDK,0.5166666666666667,0.45,0.55,0.45,0.55,0.6833333333333332,0.75,0.7766666666666667,0.75,0.65,0.85,0.85,0.9066666666666668,0.85,0.9,35.687946,139.655304,6550.5625,100.55405840487605,16,1981 to 2000,4504.0,Good Deal
538,20089855,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20089855/,4480.0,45.88,1991,5.0,9.0,東京都台東区浅草６-４２－４,浅草駅,13.0,23,2,DK,0.25,0.3999999999999999,0.4,,,0.7166666666666667,0.75,0.735,,,0.7066666666666667,0.8666666666666667,0.85,,,35.719639,139.800217,8600.619047619048,147.09887165828147,21,1981 to 2000,4480.0,Standard Price
540,20323820,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20323820/,4480.0,44.54,1982,6.0,8.0,東京都台東区台東２-17-1,秋葉原駅,12.0,33,2,LDK,0.5833333333333334,0.5625,0.6000000000000001,0.55,0.45,0.6733333333333333,0.7875,0.8,0.85,0.55,0.9166666666666666,0.95,0.8999999999999999,0.95,0.85,35.702751,139.780853,10926.272727272728,214.57782406242947,11,1981 to 2000,4484.0,Good Deal
542,20355302,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20355302/,4499.0,86.3,2003,1.0,12.0,東京都足立区新田２-9-22,王子神谷駅,13.0,30,4,LDK,0.35,0.3,0.275,0.2833333333333333,,0.7849999999999999,0.7999999999999999,0.6875,0.75,,0.885,0.8833333333333333,0.8,0.8833333333333333,,35.770142,139.739441,5633.625,73.44414760127034,8,post 2000,6081.0,Good Deal
543,79229296,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_79229296/,4540.0,54.62,1985,8.0,11.0,東京都荒川区西尾久８,尾久駅,10.0,30,3,LDK,0.45,0.5333333333333333,0.6000000000000001,,0.35,0.7125,0.855,0.7,,0.65,0.9175,0.9499999999999998,0.8999999999999999,,0.9,35.752174,139.754089,7692.0,121.14140746827503,5,1981 to 2000,4541.0,Good Deal
546,20353971,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20353971/,4499.0,48.11,1971,3.0,8.0,東京都文京区湯島１-9-10,御茶ノ水駅,5.0,31,2,LDK,0.5966666666666667,0.525,0.638,,0.35,0.68,0.825,0.78,,0.55,0.8833333333333333,0.95,0.92,,0.8,35.702465,139.766296,13196.333333333334,227.16417403866964,6,pre 1981,5681.0,Good Deal
547,79229450,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79229450/,4499.0,48.11,1971,3.0,8.0,東京都文京区湯島１,御茶ノ水駅,5.0,30,2,LDK,0.6174999999999999,,0.6133333333333333,,,0.775,,0.805,,,0.9125,,0.85,,,35.701412,139.764618,13196.333333333334,227.16417403866964,6,pre 1981,5949.0,Good Deal
548,20036221,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20036221/,4580.0,73.43,2009,2.0,7.0,東京都江戸川区松江４,船堀駅,16.0,21,3,LDK,0.65,0.55,0.55,0.6000000000000001,0.55,0.85,0.8,0.75,0.765,0.75,0.95,0.8999999999999999,0.95,0.935,0.92,35.69228,139.87027,6831.9,92.34180547490767,10,post 2000,4580.0,Standard Price
549,79150700,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_79150700/,4498.0,67.74,2006,5.0,10.0,東京都江戸川区南葛西３,葛西駅,23.0,23,3,LDK,0.72,0.6000000000000001,0.72,,0.5,0.78,0.85,0.765,,0.65,0.95,0.95,0.95,,0.925,35.650101,139.868546,5434.076923076923,73.73353310509903,13,post 2000,6223.0,Good Deal
550,79168439,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_79168439/,4498.0,67.74,2006,5.0,10.0,東京都江戸川区南葛西３,葛西駅,23.0,32,3,LDK,0.65,0.5,0.735,0.6175,0.35,0.7,0.8,0.815,0.825,0.5,0.925,0.9125,0.95,0.935,0.85,35.650101,139.868546,5434.076923076923,73.73353310509903,13,post 2000,6034.0,Good Deal
551,79193694,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_79193694/,4580.0,72.32,1979,13.0,14.0,東京都江戸川区西葛西４,西葛西駅,8.0,22,3,LDK,0.5,0.35,0.55,,0.25,0.85,0.7333333333333334,0.7825,,0.75,0.935,0.85,0.9175,,0.85,35.667728,139.863281,5285.037037037037,74.24205232289357,27,pre 1981,4583.0,Good Deal
552,20138303,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20138303/,4499.0,52.04,1990,6.0,6.0,東京都板橋区蓮根１,蓮根駅,13.0,22,2,LDK,0.4,0.25,0.37,0.5,0.25,0.85,0.75,0.738,0.75,0.75,0.95,0.85,0.884,0.85,0.9,35.778767,139.676147,3401.0,61.31960023953216,6,1981 to 2000,4499.0,Standard Price
553,20164858,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20164858/,4550.0,80.19,2000,5.0,1.0,東京都板橋区四葉２,新高島平駅,14.0,22,4,LDK,0.425,0.5,0.35,0.6000000000000001,0.15,0.65,0.8400000000000001,0.7,0.85,0.65,0.8,0.92,0.85,0.9,0.72,35.7822,139.652298,4550.0,56.74024192542712,1,1981 to 2000,4729.0,Good Deal
554,78462691,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78462691/,4599.0,59.87,1987,1.0,1.0,東京都板橋区成増１,地下鉄成増駅,8.0,28,3,LDK,0.5733333333333334,0.5166666666666667,0.5740000000000001,0.55,0.25,0.7933333333333333,0.8166666666666668,0.756,0.85,0.75,0.9166666666666666,0.94,0.93,0.95,0.85,35.774216,139.631332,5216.7,73.60141490344357,10,1981 to 2000,4597.0,Standard Price
555,79019111,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_79019111/,4590.0,64.05,1980,6.0,11.0,東京都板橋区小豆沢３,志村坂上駅,12.0,27,3,LDK,0.55,,0.63,0.6675,0.25,0.75,,0.7733333333333333,0.8075,0.65,0.875,,0.9066666666666666,0.9475,0.85,35.77866,139.69548,4101.8,71.19300449785328,5,pre 1981,4590.0,Standard Price
556,20227485,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20227485/,4580.0,48.77,1978,10.0,14.0,東京都北区王子１,王子駅,3.0,29,2,LDK,0.65,0.54,0.55,,,0.725,0.8066666666666666,0.79,,,0.95,0.9166666666666666,0.85,,,35.754356,139.739349,5063.25,96.39391982722576,12,pre 1981,4319.0,Standard Price
557,20325879,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20325879/,4580.0,48.77,1978,10.0,2.0,東京都北区王子１-17-1,王子駅,3.0,32,2,LDK,0.6966666666666667,0.4928571428571429,0.678,,0.55,0.7600000000000001,0.75,0.762,,0.65,0.9499999999999998,0.9214285714285714,0.924,,0.95,35.754662,139.737823,5063.25,96.39391982722576,12,pre 1981,4304.0,Standard Price
559,79113601,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_79113601/,4580.0,47.51,1992,5.0,1.0,東京都北区滝野川６,板橋駅,5.0,15,2,DK,0.4125,,,,0.15,0.65,,,,0.55,0.85,,,,0.75,35.745178,139.724289,8614.5,138.93282657392112,8,1981 to 2000,4868.0,Good Deal
560,20169013,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20169013/,4580.0,83.0,1980,2.0,6.0,東京都江東区大島７,東大島駅,7.0,29,3,LDK,0.475,,0.5166666666666667,0.5,0.35,0.5925,,0.65,0.765,0.425,0.8925,,0.8733333333333334,0.885,0.85,35.692333,139.840607,5139.692307692308,73.4434578880966,13,pre 1981,4747.0,Good Deal
561,79024570,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79024570/,4498.0,55.0,1979,5.0,11.0,東京都江東区枝川２,豊洲駅,14.0,22,2,LDK,0.72,0.4,0.45,0.45,,0.815,0.8,0.725,0.75,,0.95,0.925,0.85,0.85,,35.657715,139.807175,13853.38596491228,191.3804020579261,57,pre 1981,5295.0,Good Deal
562,20260622,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20260622/,4500.0,30.93,1982,4.0,6.0,東京都港区西麻布２-7-3,乃木坂駅,10.0,17,1,LDK,0.525,0.55,0.625,,,0.7675,0.85,0.8075,,,0.9,0.95,0.95,,,35.662472,139.720703,32448.25,471.3420775931169,12,1981 to 2000,4504.0,Good Deal
563,20137631,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20137631/,4590.0,62.0,1983,4.0,5.0,東京都練馬区高野台２,練馬高野台駅,11.0,28,3,LDK,0.68,0.72,0.644,0.665,,0.55,0.78,0.8039999999999999,0.7849999999999999,,0.95,0.95,0.944,0.95,,35.746838,139.621429,5037.533333333334,84.19921665690465,15,1981 to 2000,4590.0,Standard Price
564,79234243,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79234243/,4590.0,62.0,1983,4.0,5.0,東京都練馬区高野台２,練馬高野台駅,11.0,33,3,LDK,0.5166666666666667,0.45,0.5375000000000001,,0.25,0.6666666666666666,0.7833333333333333,0.7525,,0.55,0.915,0.9,0.91,,0.75,35.746838,139.621429,5037.533333333334,84.19921665690465,15,1981 to 2000,4590.0,Standard Price
565,78533112,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78533112/,4580.0,50.05,1994,1.0,4.0,東京都大田区池上６-21-3,池上駅,5.0,22,1,LDK,0.6166666666666667,0.55,0.65,,0.25,0.7833333333333333,0.75,0.75,,0.65,0.9233333333333332,0.95,0.95,,0.85,35.569859,139.702652,5686.0,101.07091762148694,5,1981 to 2000,4593.0,Good Deal
567,79210879,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79210879/,4580.0,29.84,2003,5.0,1.0,東京都渋谷区笹塚２-7-12,笹塚駅,3.0,21,1,DK,0.35,0.3,0.4,,0.55,0.65,0.85,0.75,,0.72,0.85,0.925,0.9,,0.92,35.675007,139.668716,9477.125,166.1418906714328,8,post 2000,4899.0,Good Deal
568,20107096,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20107096/,4499.0,33.0,1979,4.0,14.0,東京都品川区西五反田１,五反田駅,2.0,34,1,LDK,0.19,0.45,0.2166666666666666,0.45,0.15,0.616,0.85,0.6833333333333332,0.85,0.65,0.644,0.92,0.6666666666666666,0.95,0.4,35.624512,139.723129,13310.190476190475,188.78249587449133,21,pre 1981,4498.0,Standard Price
569,20354061,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20354061/,4499.0,33.0,1979,4.0,14.0,東京都品川区西五反田１-4-8,五反田駅,2.0,22,1,LDK,0.5833333333333334,0.625,0.45,,,0.7000000000000001,0.8300000000000001,0.75,,,0.9166666666666666,0.9375,0.8833333333333333,,,35.625248,139.723022,13310.190476190475,188.78249587449133,21,pre 1981,4504.0,Good Deal
570,20265319,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20265319/,4580.0,44.18,1981,2.0,1.0,東京都豊島区南池袋３,池袋駅,6.0,23,2,DK,0.4833333333333334,0.45,0.55,,0.45,0.7000000000000001,0.775,0.75,,0.55,0.8833333333333333,0.925,0.9499999999999998,,0.85,35.724213,139.714615,11279.703703703704,180.34077892686412,27,1981 to 2000,4624.0,Good Deal
571,78939288,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78939288/,4550.0,47.87,1984,7.0,9.0,東京都豊島区西巣鴨３,新庚申塚駅,1.0,26,2,DK,0.45,0.6633333333333333,0.6000000000000001,,,0.625,0.7799999999999999,0.8,,,0.885,0.9499999999999998,0.95,,,35.741875,139.728439,4550.0,95.04909128890746,1,1981 to 2000,5011.0,Good Deal
572,20355910,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20355910/,4680.0,61.28,1996,8.0,1.0,東京都足立区綾瀬３,綾瀬駅,3.0,22,1,LDK,0.65,,0.445,,,0.75,,0.7333333333333334,,,0.95,,0.8666666666666667,,,35.764004,139.826447,4433.666666666667,73.88614154565363,15,1981 to 2000,4228.0,Standard Price
573,78669280,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_78669280/,4680.0,61.1,2017,5.0,8.0,東京都江戸川区南葛西２,葛西駅,18.0,21,2,LDK,0.685,0.55,0.65,0.65,0.35,0.79,0.725,0.75,0.75,0.45,0.95,0.9,0.95,0.9,0.85,35.653767,139.874939,5434.076923076923,73.73353310509903,13,post 2000,4680.0,Standard Price
574,79006201,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_79006201/,4599.0,70.52,1979,3.0,13.0,東京都江戸川区南葛西７,舞浜駅,36.0,24,3,LDK,0.65,0.65,0.4875,,0.35,0.75,0.85,0.7625,,0.55,0.95,0.95,0.8875,,0.85,35.647537,139.88118,4599.0,65.21554169030063,1,pre 1981,6452.0,Good Deal
576,78145698,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78145698/,4599.0,59.87,1987,1.0,1.0,東京都板橋区成増１-6-3,地下鉄成増駅,8.0,24,3,LDK,0.4925,0.25,0.55,0.65,0.45,0.7325,0.7375,0.8,0.75,0.55,0.905,0.9,0.9125,0.95,0.85,35.772034,139.632538,5216.7,73.60141490344357,10,1981 to 2000,4597.0,Standard Price
577,78528594,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78528594/,4599.0,59.87,1987,1.0,1.0,東京都板橋区成増１,地下鉄成増駅,8.0,25,3,LDK,0.585,0.5,0.55,,,0.75,0.8,0.75,,,0.925,0.95,0.92,,,35.774216,139.631332,5216.7,73.60141490344357,10,1981 to 2000,4599.0,Standard Price
578,78755648,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78755648/,4599.0,60.76,1993,3.0,14.0,東京都板橋区熊野町,下板橋駅,9.0,26,3,LDK,0.65,0.678,0.644,,0.45,0.85,0.8,0.782,,0.55,0.95,0.95,0.944,,0.85,35.74279,139.706696,4545.833333333333,76.23480543758562,6,1981 to 2000,4599.0,Standard Price
579,78929859,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78929859/,4680.0,67.31,2008,1.0,8.0,東京都葛飾区青戸４,青砥駅,7.0,22,2,LDK,0.45,0.35,0.5700000000000001,0.45,,0.65,0.75,0.796,0.75,,0.85,0.85,0.914,0.85,,35.75042,139.850464,5302.571428571428,78.24535407998705,7,post 2000,4680.0,Standard Price
580,78417907,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_78417907/,4680.0,74.47,1984,1.0,7.0,東京都北区堀船３,梶原駅,6.0,28,3,LDK,0.475,0.55,0.6000000000000001,0.65,,0.7424999999999999,0.8,0.8,0.85,,0.9175,0.95,0.95,0.95,,35.754822,139.749237,4680.0,62.844098294615286,2,1981 to 2000,4861.0,Good Deal
581,79180059,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_79180059/,4680.0,74.47,1984,1.0,11.0,東京都北区堀船３,梶原駅,7.0,23,3,LDK,0.5,0.6000000000000001,0.45,0.3,0.45,0.5,0.865,0.72,0.825,0.5,0.85,0.95,0.85,0.8999999999999999,0.85,35.754822,139.749237,4680.0,62.844098294615286,2,1981 to 2000,4682.0,Good Deal
582,20051865,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20051865/,4650.0,59.88,1979,2.0,7.0,東京都江東区木場６,木場駅,5.0,22,2,LDK,0.4833333333333333,0.3833333333333333,,,0.45,0.7399999999999999,0.7433333333333333,,,0.75,0.8166666666666668,0.8733333333333334,,,0.9,35.667252,139.806808,7734.0,114.47137022951551,5,pre 1981,4653.0,Good Deal
583,20233691,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20233691/,4680.0,55.0,1979,7.0,11.0,東京都江東区枝川２,豊洲駅,13.0,21,3,LDK,,,0.3,0.35,,,,0.75,0.7,,,,0.875,0.85,,35.657715,139.807175,13853.38596491228,191.3804020579261,57,pre 1981,5221.0,Good Deal
584,79058464,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79058464/,4680.0,55.0,1979,7.0,11.0,東京都江東区枝川２-1-13,豊洲駅,13.0,23,3,LDK,0.65,,0.485,,,0.7,,0.765,,,0.95,,0.875,,,35.659565,139.805389,13853.38596491228,191.3804020579261,57,pre 1981,4686.0,Good Deal
585,78797892,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78797892/,4680.0,63.91,2009,5.0,8.0,東京都練馬区石神井台５-26-14,大泉学園駅,18.0,11,2,LDK,0.45,0.45,,,0.45,0.635,0.765,,,0.65,0.8200000000000001,0.91,,,0.85,35.738361,139.585403,5003.428571428572,80.0440528883389,14,post 2000,4680.0,Standard Price
586,79104955,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79104955/,4599.0,40.42,1999,3.0,4.0,東京都練馬区桜台３,新桜台駅,7.0,23,1,LDK,0.55,0.4,0.55,0.45,0.45,0.75,0.765,0.765,0.75,0.55,0.925,0.935,0.935,0.9,0.85,35.74699,139.66597,6937.25,108.12524875161937,4,1981 to 2000,4599.0,Standard Price
587,20171391,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20171391/,4680.0,57.94,1975,11.0,11.0,東京都大田区大森北２,大森海岸駅,2.0,18,2,LDK,0.65,0.3333333333333333,0.35,,0.25,0.72,0.7166666666666667,0.6000000000000001,,0.45,0.92,0.6333333333333333,0.685,,0.85,35.585781,139.733704,8687.6,123.3066477623388,5,pre 1981,4682.0,Good Deal
588,20211227,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20211227/,4695.0,77.46,1980,4.0,4.0,東京都大田区久が原２,西馬込駅,10.0,22,3,LDK,0.55,,0.45,0.65,0.15,0.65,,0.6833333333333332,0.92,0.65,0.885,,0.85,0.95,0.7,35.582367,139.696991,6177.727272727273,108.97389652342872,11,pre 1981,4696.0,Good Deal
589,20270861,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20270861/,4680.0,72.22,1981,3.0,3.0,東京都大田区大森北６,平和島駅,3.0,27,3,LDK,0.45,0.55,0.53,0.64,0.15,0.55,0.9,0.82,0.85,0.7,0.92,0.95,0.9,0.9333333333333332,0.75,35.579468,139.731934,5691.611111111111,97.48470891685926,18,1981 to 2000,4679.0,Standard Price
590,20324895,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20324895/,4680.0,72.22,1981,3.0,3.0,東京都大田区大森北６-17-15,平和島駅,4.0,32,3,LDK,0.4166666666666667,0.4166666666666667,0.47,0.55,0.35,0.5166666666666667,0.7833333333333333,0.77,0.85,0.65,0.84,0.8666666666666667,0.8800000000000001,0.92,0.85,35.579086,139.732605,5691.611111111111,97.48470891685926,18,1981 to 2000,4679.0,Standard Price
591,78252883,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78252883/,4680.0,58.29,1980,2.0,5.0,東京都大田区北馬込１-27-14,馬込駅,8.0,22,2,LDK,0.43,0.45,0.6166666666666667,,,0.74,0.8166666666666668,0.7833333333333333,,,0.91,0.9499999999999998,0.9499999999999998,,,35.599079,139.705902,5821.384615384615,99.7144025992266,13,pre 1981,4685.0,Good Deal
592,78713435,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78713435/,4680.0,72.22,1981,3.0,3.0,東京都大田区大森北６,平和島駅,3.0,32,3,LDK,0.25,0.3166666666666666,0.4642857142857143,0.635,,0.45,0.7000000000000001,0.7285714285714285,0.815,,0.85,0.8733333333333334,0.8928571428571429,0.95,,35.579468,139.731934,5691.611111111111,97.48470891685926,18,1981 to 2000,4791.0,Good Deal
593,78794242,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78794242/,4680.0,72.22,1981,3.0,3.0,東京都大田区大森北６,平和島駅,3.0,27,3,LDK,0.35,0.4642857142857143,0.4857142857142857,,0.25,0.45,0.7928571428571428,0.7714285714285715,,0.65,0.75,0.8957142857142857,0.8742857142857143,,0.75,35.579468,139.731934,5691.611111111111,97.48470891685926,18,1981 to 2000,4680.0,Standard Price
594,79026169,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79026169/,4680.0,61.6,1978,7.0,9.0,東京都大田区南馬込１,馬込駅,5.0,28,3,LDK,0.72,0.55,0.5833333333333334,,0.45,0.85,0.8,0.75,,0.65,0.95,0.925,0.94,,0.95,35.591808,139.713867,5821.384615384615,99.7144025992266,13,pre 1981,5261.0,Good Deal
595,20039185,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20039185/,4680.0,48.5,1979,3.0,4.0,東京都世田谷区三宿２,池尻大橋駅,12.0,27,1,LDK,0.5166666666666667,0.72,0.55,0.55,,0.6833333333333332,0.82,0.735,0.72,,0.85,0.88,0.785,0.85,,35.651581,139.675308,16398.65,245.86520031740187,20,pre 1981,4683.0,Good Deal
596,20113117,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20113117/,4698.0,60.92,1972,3.0,4.0,東京都杉並区荻窪３,荻窪駅,12.0,22,3,LDK,0.55,0.6733333333333333,0.5675,,,0.65,0.85,0.6575,,,0.85,0.9499999999999998,0.8999999999999999,,,35.699535,139.626068,6558.8125,106.73571431416256,16,pre 1981,4697.0,Standard Price
597,20204182,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20204182/,4698.0,60.92,1972,3.0,4.0,東京都杉並区荻窪３,荻窪駅,12.0,26,3,LDK,0.525,,0.615,,0.35,0.725,,0.835,,0.85,0.925,,0.95,,0.92,35.699535,139.626068,6558.8125,106.73571431416256,16,pre 1981,4698.0,Standard Price
598,78750419,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_78750419/,4670.0,32.49,2020,6.0,12.0,東京都杉並区梅里１,新高円寺駅,3.0,23,1,K,0.5,0.55,0.65,,,0.5625,0.85,0.75,,,0.8674999999999999,0.95,0.9,,,35.696163,139.651276,4548.333333333333,112.7723209652825,6,post 2000,5621.0,Good Deal
599,79187964,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_79187964/,4680.0,45.0,2020,4.0,5.0,東京都墨田区立花５,小村井駅,9.0,28,2,LDK,0.65,0.45,0.65,,0.475,0.75,0.72,0.8,,0.625,0.95,0.85,0.95,,0.8999999999999999,35.713123,139.831238,5482.857142857143,85.09041107338126,7,post 2000,4682.0,Good Deal
600,20128473,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20128473/,4599.0,44.78,1979,2.0,10.0,東京都豊島区高田２,雑司が谷駅,6.0,33,2,DK,0.525,0.4,0.55,0.4,0.35,0.675,0.75,0.8,0.8,0.7,0.9375,0.885,0.944,0.8999999999999999,0.75,35.716061,139.713608,8038.333333333333,124.55883994482669,12,pre 1981,4598.0,Standard Price
601,79059024,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_79059024/,4599.0,44.78,1979,2.0,10.0,東京都豊島区高田２,雑司が谷駅,5.0,22,2,DK,0.3166666666666667,0.35,0.4833333333333333,0.5,0.35,0.7333333333333334,0.75,0.7399999999999999,0.8,0.7,0.8833333333333333,0.8999999999999999,0.9066666666666666,0.91,0.85,35.716061,139.713608,8038.333333333333,124.55883994482669,12,pre 1981,4478.0,Standard Price
602,20060885,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20060885/,4780.0,79.31,2000,1.0,5.0,東京都足立区綾瀬１,綾瀬駅,8.0,19,2,LDK,0.35,0.6000000000000001,0.685,,0.65,0.75,0.725,0.75,,0.75,0.95,0.8999999999999999,0.95,,0.9,35.758846,139.822006,4433.666666666667,73.88614154565363,15,1981 to 2000,4780.0,Standard Price
603,20290107,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20290107/,4750.0,62.11,2007,4.0,11.0,東京都足立区梅島１,梅島駅,7.0,21,2,LDK,0.45,0.4,0.3166666666666666,0.72,,0.7166666666666667,0.685,0.7000000000000001,0.85,,0.8666666666666667,0.75,0.7166666666666667,0.95,,35.772495,139.800705,4031.3333333333335,58.18568165548268,6,post 2000,4750.0,Standard Price
604,20265119,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20265119/,4780.0,41.79,1971,4.0,1.0,東京都文京区本郷３,本郷三丁目駅,5.0,19,1,LDK,0.3666666666666667,,0.45,,0.55,0.7000000000000001,,0.7,,0.4,0.7833333333333333,,0.85,,0.9,35.70443,139.762939,14131.416666666666,218.45402080201333,12,pre 1981,4915.0,Good Deal
605,77852203,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_77852203/,4780.0,63.51,2005,2.0,10.0,東京都江戸川区船堀５-12-8,船堀駅,8.0,16,3,LDK,0.65,0.25,0.6000000000000001,0.75,0.15,0.75,0.65,0.7,0.78,0.45,0.9,0.85,0.8999999999999999,0.92,0.75,35.680607,139.870178,6831.9,92.34180547490767,10,post 2000,4780.0,Standard Price
607,20108902,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20108902/,4780.0,59.85,1980,12.0,12.0,東京都板橋区仲宿,板橋区役所前駅,1.0,32,3,LDK,0.4166666666666667,0.5900000000000001,0.5900000000000001,,,0.6166666666666667,0.8099999999999999,0.78,,,0.8833333333333333,0.95,0.95,,,35.755383,139.709854,6347.142857142857,88.76206669467172,7,pre 1981,4781.0,Good Deal
